provincia,sector,r_8,r_9,r_10,r_11,r_12,r_1314,_sec8,_sec9,_sec10,_sec11,_sec12,_sec1314
Chaco,Estatal,37,25,18,11,7,0,7,7,6,6,6,2
Chaco,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Chaco,Estatal,46,57,22,32,14,1,14,11,8,7,7,1
Chaco,Estatal,3,1,4,0,0,0,1,1,1,1,1,0
Chaco,Estatal,16,23,15,10,7,3,12,11,9,9,8,1
Chaco,Estatal,92,59,27,23,5,0,28,26,22,21,21,0
Chaco,Estatal,194,102,42,20,12,1,49,39,32,31,31,3
Chaco,Privado,24,7,3,4,0,0,9,8,7,7,7,0
Chaco,Privado,29,12,15,8,3,0,11,11,10,10,9,0
Chaco,Estatal,40,4,4,2,0,0,2,2,1,1,1,0
Chaco,Estatal,177,61,15,10,3,0,24,18,11,10,9,0
Chaco,Estatal,5,0,2,0,0,0,1,1,2,2,2,0
Chaco,Estatal,19,21,18,17,7,3,11,11,9,9,8,2
Chaco,Estatal,35,21,20,13,4,0,12,11,9,8,8,1
Chaco,Estatal,269,136,53,38,18,0,48,39,34,32,29,2
Chaco,Privado,16,6,5,3,7,0,7,7,5,5,5,0
Chaco,Estatal,0,0,0,0,0,0,1,0,0,0,0,0
Chaco,Estatal,124,70,40,8,0,0,26,19,15,12,11,1
Chaco,Estatal,0,0,0,0,0,0,1,1,1,1,1,0
Chaco,Estatal,209,179,70,43,9,0,43,39,32,30,30,4
Chaco,Privado,23,17,12,24,13,0,13,13,13,11,10,2
Chaco,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Chaco,Estatal,120,74,23,18,5,0,23,17,13,12,12,1
Chaco,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Chaco,Estatal,36,23,24,11,2,0,12,10,9,8,6,2
Chaco,Estatal,2,5,2,0,0,0,5,4,4,4,4,0
Chaco,Estatal,34,28,12,10,1,0,28,24,22,20,20,3
Chaco,Estatal,13,8,7,3,2,0,5,4,4,3,3,0
Chaco,Estatal,591,627,520,301,153,8,302,259,208,192,180,19
Chaco,Privado,201,225,155,135,109,0,64,65,61,58,51,0
Chaco,Estatal,4,4,2,4,1,0,3,2,2,2,2,0
Chaco,Estatal,127,66,18,19,1,0,11,10,8,8,8,2
Chaco,Estatal,2,3,2,4,2,0,2,2,2,2,2,0
Chaco,Estatal,37,30,13,23,9,0,16,15,12,12,12,0
Chaco,Estatal,22,11,6,2,7,0,4,3,2,2,2,0
Chubut,Estatal,231,186,139,85,60,12,75,67,55,50,42,10
Chubut,Privado,2,4,3,3,3,0,5,6,5,5,5,0
Chubut,Estatal,17,21,17,22,14,0,16,17,15,15,15,3
Chubut,Estatal,18,9,4,6,2,0,4,3,3,3,3,1
Chubut,Estatal,28,9,12,6,9,0,9,7,5,6,6,0
Chubut,Privado,6,3,0,0,0,0,1,1,1,1,1,1
Chubut,Privado,7,4,4,3,0,0,7,7,5,5,6,0
Chubut,Estatal,210,182,134,126,52,6,114,107,103,95,86,16
Chubut,Privado,14,5,7,11,11,0,24,24,25,23,21,4
Chubut,Estatal,16,13,2,0,0,0,4,6,3,2,2,1
Chubut,Estatal,62,87,56,49,11,1,30,28,25,25,23,5
Chubut,Privado,0,3,2,2,1,0,3,3,3,3,3,0
Chubut,Estatal,16,24,13,12,4,6,6,6,4,5,3,2
Chubut,Estatal,24,6,7,0,0,0,5,3,4,3,3,1
Chubut,Estatal,0,0,0,0,0,0,2,3,1,2,3,0
Chubut,Estatal,4,5,3,2,1,0,3,3,1,1,1,0
Chubut,Estatal,17,8,1,2,1,0,2,1,1,1,1,0
Chubut,Estatal,0,0,0,0,0,0,1,1,0,0,0,0
Chubut,Estatal,463,316,261,124,72,2,97,94,85,76,72,9
Chubut,Privado,12,11,6,1,0,0,7,7,8,8,8,0
Chubut,Estatal,4,3,4,2,1,1,5,5,4,4,3,1
Chubut,Estatal,0,0,0,0,0,0,1,0,1,0,1,0
Chubut,Estatal,77,80,28,15,3,2,10,9,6,5,5,2
Chubut,Estatal,11,12,6,3,1,0,5,5,5,3,3,1
Chubut,Estatal,9,4,1,1,0,0,1,2,2,1,1,0
Ciudad de Buenos Aires,Estatal,276,307,224,131,44,2,107,99,93,86,82,28
Ciudad de Buenos Aires,Privado,57,60,55,49,13,0,56,52,48,47,48,8
Ciudad de Buenos Aires,Estatal,115,107,94,94,56,2,57,51,45,45,42,17
Ciudad de Buenos Aires,Privado,43,46,54,19,2,0,40,41,41,41,43,2
Ciudad de Buenos Aires,Estatal,97,104,74,53,10,2,46,40,36,35,34,10
Ciudad de Buenos Aires,Privado,33,29,33,31,14,0,50,50,52,51,49,0
Ciudad de Buenos Aires,Estatal,137,145,102,84,54,1,49,42,41,39,38,9
Ciudad de Buenos Aires,Privado,35,38,37,29,24,3,52,52,53,52,53,4
Ciudad de Buenos Aires,Estatal,169,186,176,130,82,0,60,60,55,52,50,20
Ciudad de Buenos Aires,Privado,38,27,33,32,19,0,112,113,101,100,93,1
Ciudad de Buenos Aires,Estatal,82,79,60,56,6,2,44,44,41,37,37,8
Ciudad de Buenos Aires,Privado,32,30,40,37,23,0,54,54,60,60,59,2
Ciudad de Buenos Aires,Estatal,61,97,44,22,19,0,46,39,33,31,30,11
Ciudad de Buenos Aires,Privado,10,12,21,16,8,0,27,28,27,29,28,0
Ciudad de Buenos Aires,Estatal,101,102,111,42,7,0,51,49,45,41,38,2
Ciudad de Buenos Aires,Privado,16,12,22,5,4,0,34,33,33,31,30,0
Ciudad de Buenos Aires,Estatal,282,247,178,94,32,4,90,80,71,70,62,16
Ciudad de Buenos Aires,Privado,32,31,38,13,11,0,49,48,47,44,45,0
Ciudad de Buenos Aires,Estatal,483,434,289,198,61,6,118,100,84,76,66,24
Ciudad de Buenos Aires,Privado,48,28,20,15,17,0,34,33,33,32,31,0
Ciudad de Buenos Aires,Estatal,152,130,90,57,17,0,58,54,45,43,43,11
Ciudad de Buenos Aires,Privado,27,25,18,11,9,0,51,54,52,51,50,2
Ciudad de Buenos Aires,Estatal,240,149,120,85,19,12,70,73,65,59,54,10
Ciudad de Buenos Aires,Privado,21,23,18,13,6,0,43,44,48,46,45,0
Ciudad de Buenos Aires,Estatal,200,194,114,101,42,1,63,55,47,45,44,12
Ciudad de Buenos Aires,Privado,45,52,40,26,26,0,37,37,39,36,35,0
Ciudad de Buenos Aires,Estatal,504,372,343,197,109,45,84,78,61,56,55,8
Ciudad de Buenos Aires,Privado,79,85,41,40,16,7,36,36,32,32,31,4
Ciudad de Buenos Aires,Estatal,213,248,118,135,57,7,75,63,51,46,44,16
Ciudad de Buenos Aires,Privado,62,57,58,47,19,1,52,52,49,49,49,4
Córdoba,Estatal,18,18,11,4,1,0,6,6,5,4,4,0
Córdoba,Estatal,93,77,58,19,1,1,24,21,20,16,15,9
Córdoba,Privado,17,14,12,5,0,0,14,13,13,13,13,2
Córdoba,Estatal,1906,1779,1154,513,168,4,497,450,400,370,354,69
Córdoba,Privado,275,287,234,114,11,0,319,306,281,278,270,11
Córdoba,Estatal,48,48,34,13,8,0,16,15,14,14,13,3
Córdoba,Estatal,327,326,203,57,16,1,93,80,74,68,62,23
Córdoba,Privado,29,50,35,16,1,0,50,46,44,42,42,4
Córdoba,Estatal,22,14,19,4,0,0,10,9,8,8,8,2
Córdoba,Estatal,69,68,51,16,8,3,26,23,19,17,16,7
Córdoba,Privado,5,10,14,4,0,0,8,8,8,7,7,0
Córdoba,Estatal,1,3,2,0,0,0,2,2,2,1,1,0
Córdoba,Estatal,30,30,9,3,0,0,7,6,6,5,4,3
Córdoba,Privado,27,24,24,6,0,0,18,18,17,16,16,5
Córdoba,Privado,13,18,6,4,1,0,8,6,7,7,7,1
Córdoba,Estatal,4,2,2,2,0,0,1,1,1,1,1,0
Córdoba,Estatal,76,54,44,23,3,0,18,18,15,14,14,6
Córdoba,Estatal,10,7,14,4,1,0,5,5,4,4,4,2
Córdoba,Estatal,110,97,86,28,4,0,38,35,34,28,30,14
Córdoba,Privado,5,11,7,2,1,0,5,4,4,4,4,1
Córdoba,Privado,13,23,32,13,0,0,36,34,35,34,34,1
Córdoba,Estatal,5,3,3,1,2,0,3,3,3,3,3,0
Córdoba,Estatal,51,53,22,8,10,0,16,13,11,9,9,4
Córdoba,Estatal,10,7,6,3,1,0,3,3,3,3,3,2
Córdoba,Estatal,50,72,58,17,3,0,23,21,18,16,16,8
Córdoba,Privado,2,4,7,0,0,0,5,4,5,5,5,1
Córdoba,Privado,33,14,35,10,1,0,19,18,18,15,15,4
Córdoba,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Córdoba,Estatal,136,100,77,22,4,0,36,31,33,32,32,16
Córdoba,Privado,41,55,31,11,0,0,30,29,26,23,24,1
Córdoba,Estatal,10,12,6,1,0,0,6,6,5,5,5,1
Córdoba,Estatal,10,14,4,0,4,0,3,3,3,3,3,2
Córdoba,Estatal,7,11,7,4,1,0,4,4,5,5,5,2
Córdoba,Estatal,78,66,39,13,1,0,17,17,14,11,10,4
Córdoba,Privado,2,3,5,3,0,0,5,5,5,5,5,0
Córdoba,Estatal,29,28,15,18,2,0,8,8,6,5,5,1
Córdoba,Estatal,252,222,148,61,10,6,58,53,49,48,44,10
Córdoba,Privado,35,38,32,20,1,0,43,43,41,40,39,6
Córdoba,Estatal,38,42,33,12,6,0,16,16,14,14,14,4
Córdoba,Estatal,341,246,177,66,15,0,85,75,68,62,59,24
Córdoba,Privado,39,69,55,20,0,0,61,61,58,57,57,4
Córdoba,Estatal,16,9,10,4,5,0,8,8,8,6,6,2
Córdoba,Estatal,46,52,31,10,3,0,20,16,14,13,13,7
Córdoba,Privado,4,8,3,4,0,0,11,11,10,10,10,2
Córdoba,Estatal,10,9,7,1,1,0,4,4,4,4,4,0
Córdoba,Estatal,9,10,16,2,0,0,9,6,6,6,4,1
Córdoba,Estatal,21,21,13,8,1,0,9,9,9,9,9,2
Córdoba,Estatal,101,75,75,29,2,0,38,36,34,32,32,16
Córdoba,Privado,20,14,17,9,0,0,26,25,24,23,23,2
Córdoba,Estatal,22,31,22,9,6,0,10,10,10,10,10,1
Córdoba,Estatal,49,36,35,25,8,0,13,11,11,9,8,3
Córdoba,Privado,5,10,6,4,1,0,6,5,5,5,5,2
Córdoba,Estatal,40,32,32,17,11,0,11,10,9,8,8,0
Córdoba,Estatal,68,78,31,23,4,0,22,21,18,17,17,5
Córdoba,Privado,6,10,21,2,0,0,10,8,8,8,8,1
Córdoba,Estatal,43,34,27,7,5,0,15,15,15,15,15,7
Córdoba,Estatal,249,216,133,47,18,0,76,68,64,59,57,22
Córdoba,Privado,18,14,10,1,0,0,8,8,7,7,7,1
Córdoba,Privado,41,65,34,12,3,0,40,36,34,35,31,0
Córdoba,Estatal,49,42,53,13,6,0,13,12,11,10,11,3
Córdoba,Estatal,184,144,107,52,32,0,43,36,34,31,29,6
Córdoba,Privado,8,9,9,4,1,0,18,18,17,17,18,5
Córdoba,Estatal,2,4,4,1,0,0,4,4,3,3,3,1
Córdoba,Estatal,151,135,93,33,5,0,39,35,31,31,29,13
Córdoba,Privado,23,24,18,10,0,0,28,28,28,26,26,3
Córdoba,Estatal,16,10,12,3,0,0,4,4,4,4,4,2
Córdoba,Estatal,25,23,23,7,0,1,9,8,7,7,7,3
Córdoba,Estatal,5,17,13,10,1,0,6,5,5,5,5,3
Córdoba,Estatal,8,9,9,4,6,0,8,8,6,6,6,3
Córdoba,Estatal,127,83,92,13,6,2,37,35,33,31,31,16
Córdoba,Privado,3,6,11,1,0,0,4,4,4,4,4,1
Córdoba,Privado,21,26,45,12,1,0,28,27,24,21,21,2
Corrientes,Estatal,7,2,4,3,1,0,5,5,5,5,5,1
Corrientes,Estatal,40,25,8,8,5,0,19,17,17,16,14,5
Corrientes,Privado,4,3,5,5,5,0,4,4,4,4,4,0
Corrientes,Estatal,3,3,3,4,3,0,3,3,3,3,3,0
Corrientes,Estatal,10,6,3,4,1,0,5,4,4,4,4,0
Corrientes,Estatal,774,602,466,270,187,0,180,160,136,128,128,20
Corrientes,Privado,70,47,67,42,34,0,54,55,55,52,49,0
Corrientes,Estatal,22,17,13,11,14,0,6,6,5,5,5,0
Corrientes,Estatal,34,13,10,5,0,0,11,9,7,7,7,1
Corrientes,Estatal,8,2,2,1,0,0,4,4,4,4,4,0
Corrientes,Estatal,89,60,25,33,6,0,23,20,17,17,15,3
Corrientes,Privado,8,4,3,4,2,0,6,6,5,5,5,2
Corrientes,Estatal,16,17,8,7,1,0,4,4,4,4,4,0
Corrientes,Estatal,32,21,27,6,3,0,8,6,5,3,3,1
Corrientes,Estatal,19,6,3,7,5,0,9,8,8,8,8,0
Corrientes,Privado,29,14,16,4,4,1,17,16,16,15,15,15
Corrientes,Privado,41,42,25,23,6,0,26,24,19,19,18,1
Corrientes,Estatal,16,12,1,10,0,0,9,9,9,8,8,0
Corrientes,Estatal,36,40,24,11,3,0,14,13,13,13,11,4
Corrientes,Estatal,0,0,0,0,0,0,4,3,3,3,3,2
Corrientes,Estatal,5,4,1,1,0,0,4,4,4,4,4,0
Corrientes,Estatal,11,2,5,6,2,0,6,6,6,6,6,0
Corrientes,Estatal,30,32,16,9,9,0,10,10,9,9,9,3
Corrientes,Estatal,37,36,9,6,4,7,14,14,13,13,13,2
Corrientes,Estatal,256,134,127,86,59,15,35,32,29,29,28,7
Corrientes,Privado,17,15,16,10,6,0,9,9,10,10,9,0
Corrientes,Estatal,3,4,4,3,0,0,4,4,3,3,3,1
Corrientes,Estatal,25,9,9,4,0,0,6,6,5,5,5,0
Corrientes,Estatal,84,61,43,27,12,2,22,22,18,18,18,5
Corrientes,Estatal,30,21,9,4,5,0,12,11,9,9,8,0
Corrientes,Estatal,54,51,19,6,3,0,15,12,10,10,10,0
Corrientes,Estatal,1,3,0,0,0,0,3,3,3,3,3,0
Corrientes,Estatal,23,21,10,4,0,0,6,5,4,4,4,1
Corrientes,Estatal,27,10,7,9,0,0,5,5,5,5,4,0
Corrientes,Estatal,105,55,27,18,10,0,21,20,13,13,12,2
Corrientes,Estatal,12,9,10,5,6,0,5,5,4,4,4,1
Corrientes,Estatal,51,43,31,11,10,3,24,21,19,19,19,5
Corrientes,Estatal,14,12,8,7,6,0,6,5,5,4,4,0
Corrientes,Estatal,79,58,30,23,22,0,32,28,23,20,18,6
Corrientes,Privado,4,7,2,1,0,0,6,6,5,5,5,0
Corrientes,Estatal,4,5,3,1,1,0,6,4,4,4,4,0
Corrientes,Estatal,21,23,15,10,4,0,15,15,12,11,9,3
Corrientes,Estatal,8,3,5,0,3,0,3,3,3,3,3,0
Corrientes,Estatal,24,20,7,13,11,0,5,5,5,5,5,0
Corrientes,Estatal,30,27,21,18,12,0,8,8,9,9,9,0
Corrientes,Estatal,25,17,14,21,8,0,9,8,6,6,5,1
Corrientes,Estatal,5,8,7,4,1,0,6,6,6,5,5,0
Corrientes,Estatal,11,13,7,3,5,0,9,7,5,5,5,0
Corrientes,Estatal,11,15,0,1,0,0,5,5,4,4,4,0
Corrientes,Estatal,15,6,7,3,0,0,6,6,4,4,4,0
Corrientes,Estatal,55,34,28,34,6,2,8,8,8,8,7,1
Corrientes,Estatal,10,9,4,5,3,0,3,3,2,2,2,0
Corrientes,Estatal,156,67,39,34,18,0,38,31,30,27,27,6
Corrientes,Privado,4,7,4,2,2,0,7,7,8,6,5,1
Corrientes,Estatal,9,8,9,5,3,0,2,2,2,2,2,0
Corrientes,Estatal,9,12,3,3,5,0,4,3,2,2,2,0
Entre Ríos,Estatal,20,8,5,3,0,0,8,8,7,7,7,2
Entre Ríos,Estatal,128,87,98,34,4,0,37,34,32,29,24,7
Entre Ríos,Privado,6,4,5,8,0,0,9,9,9,9,8,0
Entre Ríos,Estatal,79,35,37,27,6,0,21,19,16,14,14,1
Entre Ríos,Estatal,495,330,188,117,23,0,112,96,87,81,72,10
Entre Ríos,Privado,32,23,24,20,0,0,25,23,20,20,20,0
Entre Ríos,Estatal,16,17,15,14,0,0,11,11,11,11,11,1
Entre Ríos,Estatal,87,55,50,31,3,0,24,20,20,19,19,5
Entre Ríos,Privado,3,0,0,0,0,0,1,1,0,0,0,0
Entre Ríos,Privado,7,7,10,7,0,0,8,8,9,9,9,0
Entre Ríos,Privado,3,0,0,1,0,0,3,2,2,2,2,1
Entre Ríos,Privado,13,10,18,15,0,0,6,6,4,4,4,0
Entre Ríos,Estatal,70,41,15,15,1,0,13,13,10,10,10,2
Entre Ríos,Estatal,266,165,106,47,4,0,39,31,28,24,21,4
Entre Ríos,Privado,26,22,11,10,0,0,9,8,8,8,8,0
Entre Ríos,Estatal,18,3,2,0,0,0,7,7,5,4,5,0
Entre Ríos,Estatal,89,84,68,30,7,0,18,18,15,13,13,3
Entre Ríos,Estatal,15,10,5,8,2,0,6,5,5,5,5,1
Entre Ríos,Estatal,17,23,26,18,1,0,11,8,8,7,6,1
Entre Ríos,Estatal,15,16,12,1,0,0,3,3,4,4,4,0
Entre Ríos,Estatal,254,153,106,63,6,0,38,33,27,26,23,5
Entre Ríos,Privado,7,9,8,5,0,0,7,6,5,5,5,0
Entre Ríos,Estatal,20,18,16,8,0,0,11,11,11,11,11,0
Entre Ríos,Estatal,212,178,127,50,0,0,57,53,50,49,49,12
Entre Ríos,Privado,41,30,37,20,0,0,28,27,27,26,26,2
Entre Ríos,Estatal,23,19,13,6,0,0,9,9,7,6,6,1
Entre Ríos,Estatal,12,8,9,0,0,0,4,4,3,3,3,2
Entre Ríos,Estatal,61,44,33,15,0,0,22,19,17,16,16,2
Entre Ríos,Estatal,201,115,74,47,3,0,42,33,28,26,22,3
Entre Ríos,Privado,17,12,20,18,2,0,14,13,11,11,11,1
Entre Ríos,Estatal,34,34,22,6,2,0,14,13,11,10,10,3
Entre Ríos,Estatal,127,79,50,6,0,0,17,16,13,12,12,3
Entre Ríos,Privado,22,15,12,12,0,0,8,8,8,8,8,0
Entre Ríos,Estatal,49,44,33,14,4,0,29,29,28,27,27,6
Entre Ríos,Estatal,913,562,386,218,24,0,207,183,167,151,143,37
Entre Ríos,Privado,1,1,1,0,0,0,1,1,1,1,1,0
Entre Ríos,Privado,73,78,57,33,0,0,75,73,72,70,69,3
Entre Ríos,Estatal,7,3,1,0,0,0,3,3,2,2,2,1
Entre Ríos,Estatal,35,24,26,14,2,0,15,12,11,11,10,2
Entre Ríos,Estatal,7,8,4,2,0,0,4,4,4,4,4,0
Entre Ríos,Estatal,119,67,32,35,5,0,22,16,15,13,12,4
Entre Ríos,Privado,3,1,3,4,0,0,3,3,3,3,3,0
Entre Ríos,Estatal,43,47,25,18,0,0,17,16,15,14,14,0
Entre Ríos,Estatal,312,169,124,53,12,0,56,45,43,41,39,12
Entre Ríos,Privado,9,1,7,2,0,0,2,2,2,2,2,1
Entre Ríos,Privado,12,20,16,25,0,0,14,14,14,14,14,0
Entre Ríos,Estatal,11,15,3,1,0,0,8,10,6,8,7,0
Entre Ríos,Estatal,98,64,50,18,4,0,23,20,17,17,17,3
Entre Ríos,Privado,3,5,2,1,0,0,4,4,5,5,5,0
Entre Ríos,Estatal,65,36,37,5,0,0,17,17,16,15,14,1
Entre Ríos,Estatal,110,90,46,29,0,0,28,26,22,18,19,4
Entre Ríos,Privado,4,2,2,2,0,0,4,4,4,4,4,0
Formosa,Estatal,37,16,17,6,8,4,10,10,13,9,8,4
Formosa,Estatal,1,1,1,1,1,1,3,3,3,3,3,1
Formosa,Estatal,5,5,4,2,0,0,0,0,1,0,0,0
Formosa,Privado,2,3,4,4,2,0,3,3,3,2,2,1
Formosa,Privado,7,4,0,1,0,0,6,5,5,5,5,0
Formosa,Estatal,25,26,13,10,10,0,10,9,8,8,8,0
Formosa,Estatal,362,323,254,191,91,0,169,151,134,125,115,13
Formosa,Privado,8,3,8,5,0,0,22,21,21,21,21,0
Formosa,Estatal,11,13,11,4,6,0,8,7,8,8,8,0
Formosa,Estatal,26,16,20,9,0,1,12,11,8,7,7,1
Formosa,Estatal,66,29,35,14,5,0,10,8,9,8,8,0
Formosa,Estatal,72,39,59,28,16,0,13,16,26,17,16,1
Formosa,Estatal,71,63,80,37,22,0,43,38,36,31,30,1
Formosa,Privado,3,2,4,2,0,0,5,5,5,4,4,0
Formosa,Estatal,38,10,16,10,4,0,10,11,12,9,8,2
Formosa,Estatal,30,10,5,3,3,0,9,7,6,5,5,0
Formosa,Estatal,34,16,17,7,0,0,12,17,10,8,8,0
Formosa,Estatal,173,131,81,39,12,0,58,53,48,44,39,2
Formosa,Privado,25,16,6,3,2,0,9,9,9,8,8,3
Formosa,Estatal,18,15,18,8,2,0,18,18,21,11,13,3
Formosa,Estatal,150,94,37,25,5,0,47,40,34,32,26,3
Formosa,Estatal,82,60,25,20,5,0,14,13,9,7,7,1
Formosa,Estatal,53,27,18,9,1,0,3,2,2,2,2,0
Jujuy,Estatal,9,5,8,6,2,0,8,8,8,7,6,0
Jujuy,Estatal,27,21,28,25,7,6,13,12,8,8,8,1
Jujuy,Estatal,33,38,28,10,3,0,9,8,8,7,6,0
Jujuy,Estatal,614,654,413,245,92,1,172,160,142,125,112,14
Jujuy,Privado,140,98,50,59,24,0,52,51,55,50,49,0
Jujuy,Estatal,12,9,6,3,1,0,4,4,4,4,3,0
Jujuy,Estatal,254,190,132,68,8,0,66,57,50,46,38,11
Jujuy,Privado,12,19,16,7,3,0,10,10,9,9,9,0
Jujuy,Privado,0,0,0,0,0,0,0,0,0,0,0,0
Jujuy,Privado,3,2,4,0,0,0,5,5,5,5,5,0
Jujuy,Estatal,13,12,8,3,0,0,13,14,14,9,9,0
Jujuy,Estatal,48,55,29,27,9,2,18,16,16,14,13,3
Jujuy,Estatal,14,23,30,15,10,0,3,3,3,3,2,0
Jujuy,Estatal,228,230,148,69,27,0,61,57,54,42,39,4
Jujuy,Privado,0,11,6,2,0,0,7,7,7,7,7,4
Jujuy,Estatal,16,3,10,1,0,0,4,4,3,2,3,1
Jujuy,Estatal,157,131,92,76,28,0,33,31,29,25,21,5
Jujuy,Estatal,6,2,0,1,0,0,5,6,6,6,5,0
Jujuy,Estatal,11,11,9,8,0,0,4,4,4,4,2,0
Jujuy,Estatal,13,8,7,7,0,0,6,6,6,6,6,1
Jujuy,Estatal,188,204,150,87,30,7,54,51,50,43,39,4
Jujuy,Privado,0,5,1,0,1,0,5,6,6,7,5,0
Jujuy,Estatal,8,6,6,1,2,0,3,3,3,2,2,2
Jujuy,Estatal,65,45,27,19,1,0,14,13,10,9,8,1
Jujuy,Estatal,5,16,9,5,1,0,9,8,9,8,8,1
Jujuy,Estatal,5,7,7,2,0,0,9,9,7,6,6,0
Jujuy,Estatal,3,4,1,3,0,0,3,3,3,2,3,1
Jujuy,Estatal,33,38,17,14,11,0,15,12,11,9,8,3
Jujuy,Estatal,4,5,8,2,4,0,5,5,5,5,4,1
Jujuy,Estatal,6,6,4,7,0,0,7,7,7,7,7,1
Jujuy,Estatal,9,11,6,0,0,0,4,4,4,4,3,1
Jujuy,Estatal,99,99,61,43,9,0,19,18,16,14,13,3
La Pampa,Estatal,0,0,0,0,0,0,1,1,1,1,1,0
La Pampa,Estatal,16,15,12,3,2,0,4,4,3,3,3,1
La Pampa,Estatal,8,3,2,3,0,0,2,2,2,2,2,0
La Pampa,Estatal,17,9,8,6,6,0,2,2,2,2,1,0
La Pampa,Estatal,568,312,129,77,9,0,81,76,68,68,65,4
La Pampa,Privado,34,17,8,18,0,0,12,14,13,13,13,0
La Pampa,Estatal,8,6,3,1,0,0,1,1,1,1,1,0
La Pampa,Estatal,3,5,3,6,0,0,3,4,3,3,3,0
La Pampa,Estatal,18,19,2,2,0,0,5,5,3,4,3,1
La Pampa,Estatal,8,2,3,1,1,0,2,2,2,2,2,0
La Pampa,Estatal,3,1,0,0,0,0,1,1,0,0,0,0
La Pampa,Estatal,30,22,19,18,4,0,10,10,10,10,9,1
La Pampa,Estatal,2,0,0,0,0,0,1,2,2,1,1,0
La Pampa,Estatal,0,2,0,0,0,0,1,1,1,1,1,0
La Pampa,Estatal,29,28,17,12,1,0,10,10,10,10,9,1
La Pampa,Privado,31,11,3,2,0,0,5,4,4,4,4,0
La Pampa,Privado,47,39,40,24,8,0,24,26,26,25,25,2
La Pampa,Estatal,4,6,9,0,0,0,3,4,2,2,2,0
La Pampa,Estatal,8,3,4,0,0,0,2,2,2,2,2,1
La Pampa,Estatal,17,11,3,0,1,0,4,4,3,3,3,1
La Pampa,Estatal,9,3,0,2,0,0,3,3,3,3,3,1
La Pampa,Estatal,5,6,2,2,0,0,2,2,2,2,2,0
La Pampa,Estatal,320,192,91,56,8,0,42,41,41,39,38,3
La Pampa,Privado,5,4,2,0,0,0,7,8,7,7,7,0
La Pampa,Estatal,8,4,2,0,0,0,1,1,1,1,1,0
La Pampa,Estatal,59,31,11,14,1,0,9,9,8,8,8,1
La Pampa,Estatal,1,1,3,1,0,0,2,2,2,2,2,0
La Pampa,Estatal,1,2,3,1,0,0,2,2,2,1,1,0
La Pampa,Estatal,4,4,5,1,0,0,4,3,1,1,1,0
La Pampa,Estatal,26,27,18,3,0,0,6,6,6,6,6,0
La Pampa,Estatal,3,5,5,1,0,0,1,1,1,1,1,0
La Pampa,Estatal,45,36,23,4,1,0,10,10,10,10,10,1
La Pampa,Estatal,52,21,18,8,0,0,7,6,5,5,5,0
La Pampa,Estatal,4,7,2,0,0,0,2,2,1,1,1,0
La Pampa,Estatal,2,1,2,1,0,0,4,4,4,4,4,0
La Pampa,Estatal,64,48,13,11,2,0,10,10,10,10,9,2
La Rioja,Estatal,1,3,2,0,0,0,4,3,2,1,1,0
La Rioja,Estatal,26,25,22,13,4,0,11,9,10,9,8,1
La Rioja,Estatal,0,0,1,0,1,0,5,3,3,3,4,1
La Rioja,Estatal,61,74,67,27,10,0,122,120,116,108,107,16
La Rioja,Privado,1,7,2,1,0,0,24,24,24,23,21,0
La Rioja,Estatal,2,8,2,1,4,0,4,4,4,3,3,2
La Rioja,Estatal,2,2,0,0,0,0,4,4,0,0,0,0
La Rioja,Estatal,19,14,18,15,8,1,9,10,7,7,7,3
La Rioja,Estatal,5,12,14,8,1,0,6,5,5,6,6,3
La Rioja,Estatal,64,57,21,19,19,3,34,33,25,25,24,8
La Rioja,Estatal,1,1,1,1,1,0,2,3,2,2,2,0
La Rioja,Estatal,1,2,3,0,1,0,6,7,5,6,7,0
La Rioja,Estatal,0,0,0,0,0,0,2,2,1,1,1,1
La Rioja,Estatal,6,13,12,12,5,1,9,9,10,10,10,1
La Rioja,Privado,12,4,4,4,5,0,6,7,6,6,6,0
La Rioja,Privado,13,15,11,0,4,0,11,11,9,9,9,0
La Rioja,Estatal,2,3,2,5,0,0,6,5,4,4,4,1
La Rioja,Estatal,0,0,0,0,0,0,1,1,1,1,1,0
La Rioja,Estatal,0,0,0,0,2,0,7,5,3,3,3,0
La Rioja,Privado,1,0,5,0,0,0,5,3,1,1,1,1
La Rioja,Estatal,3,5,6,3,3,0,5,4,4,4,4,0
La Rioja,Estatal,0,1,0,0,0,0,6,5,4,4,4,0
La Rioja,Estatal,2,0,0,0,0,0,4,4,1,1,1,0
La Rioja,Estatal,2,5,3,9,0,0,4,4,4,2,2,2
La Rioja,Estatal,0,0,0,0,0,0,0,1,0,0,0,0
La Rioja,Estatal,0,0,0,1,0,0,4,4,3,2,2,0
La Rioja,Estatal,49,5,9,5,2,3,8,7,7,7,6,2
La Rioja,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
La Rioja,Estatal,0,0,0,0,0,0,3,2,2,2,3,1
Mendoza,Estatal,320,329,279,215,172,34,152,138,126,111,109,20
Mendoza,Privado,57,30,53,30,17,1,63,55,54,51,52,1
Mendoza,Estatal,5,2,5,0,0,0,2,2,2,2,2,1
