provincia,sector,r_8,r_9,r_10,r_11,r_12,r_1314,_sec8,_sec9,_sec10,_sec11,_sec12,_sec1314
Chaco,Estatal,31,25,24,2,1,0,7,7,6,6,6,2
Chaco,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Chaco,Estatal,90,51,32,30,8,0,12,10,8,7,7,0
Chaco,Estatal,5,3,5,1,0,0,1,1,1,1,1,0
Chaco,Estatal,21,20,14,10,13,1,11,10,9,9,8,1
Chaco,Estatal,66,48,27,6,2,0,28,25,21,20,21,0
Chaco,Estatal,231,136,52,39,39,0,48,39,32,32,32,3
Chaco,Privado,22,12,6,3,0,0,8,8,7,7,5,0
Chaco,Privado,12,18,9,18,5,0,11,11,10,9,8,0
Chaco,Estatal,6,4,4,5,1,0,2,2,1,1,1,0
Chaco,Estatal,197,98,27,23,3,0,24,18,11,10,9,0
Chaco,Estatal,0,0,0,0,0,0,1,1,1,1,1,0
Chaco,Estatal,25,24,10,15,16,3,11,11,9,9,8,2
Chaco,Estatal,19,9,6,3,4,0,9,8,7,6,6,1
Chaco,Estatal,206,162,75,52,17,0,47,39,34,31,29,2
Chaco,Privado,6,1,3,0,0,0,7,7,5,5,5,0
Chaco,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Chaco,Estatal,91,39,18,2,0,0,26,20,15,12,11,1
Chaco,Estatal,1,1,1,2,3,0,1,1,1,1,1,0
Chaco,Estatal,258,221,126,65,21,0,43,39,32,30,29,4
Chaco,Privado,10,12,8,7,8,0,13,12,12,11,10,2
Chaco,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Chaco,Estatal,113,81,15,17,3,0,23,16,12,12,11,1
Chaco,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Chaco,Estatal,54,25,16,4,0,0,12,10,9,8,6,0
Chaco,Estatal,0,5,0,0,0,0,5,4,4,4,4,0
Chaco,Estatal,61,53,46,15,10,2,28,24,22,20,19,3
Chaco,Estatal,5,13,5,3,0,0,5,4,4,3,3,0
Chaco,Estatal,880,856,483,340,131,17,302,260,206,193,180,19
Chaco,Privado,130,124,98,68,39,0,64,59,55,52,48,0
Chaco,Estatal,1,7,3,0,0,0,3,2,2,2,1,0
Chaco,Estatal,79,37,5,0,0,0,11,10,8,8,8,2
Chaco,Estatal,0,0,0,0,0,0,3,2,2,2,2,0
Chaco,Estatal,13,11,3,0,1,0,16,15,12,12,12,0
Chaco,Estatal,17,10,4,2,0,0,4,3,2,2,2,0
Chubut,Estatal,296,253,184,96,43,8,77,64,54,46,42,10
Chubut,Privado,4,3,4,7,11,0,5,6,5,5,5,0
Chubut,Estatal,26,35,32,17,9,1,17,15,17,15,14,2
Chubut,Estatal,15,2,2,1,1,0,5,3,4,3,4,1
Chubut,Estatal,33,14,8,16,0,0,8,7,6,6,5,0
Chubut,Privado,3,1,2,0,0,0,1,1,1,1,1,1
Chubut,Privado,10,9,10,5,1,0,7,7,5,5,6,0
Chubut,Estatal,303,227,206,113,60,9,114,107,102,93,85,16
Chubut,Privado,22,21,14,5,9,2,24,23,24,24,23,4
Chubut,Estatal,21,17,10,3,0,0,4,4,3,2,3,1
Chubut,Estatal,155,143,121,69,29,0,34,31,27,26,23,5
Chubut,Privado,0,1,3,3,1,0,3,3,3,3,3,0
Chubut,Estatal,22,16,6,1,1,0,5,6,4,4,4,2
Chubut,Estatal,18,27,21,13,0,0,4,4,3,3,2,1
Chubut,Estatal,0,0,0,0,0,0,1,1,1,1,1,0
Chubut,Estatal,9,18,8,3,3,0,3,3,3,4,2,0
Chubut,Estatal,11,4,2,0,0,0,2,1,1,1,1,0
Chubut,Estatal,0,0,0,0,0,0,2,2,0,0,0,0
Chubut,Estatal,475,343,217,137,84,6,96,93,84,75,70,9
Chubut,Privado,7,6,4,6,7,0,7,7,8,8,8,0
Chubut,Estatal,2,4,7,3,1,2,3,3,3,3,3,1
Chubut,Estatal,0,0,0,0,0,0,0,0,0,1,0,0
Chubut,Estatal,46,43,16,2,2,2,10,9,6,5,5,2
Chubut,Estatal,13,7,13,2,6,0,5,5,5,3,3,1
Chubut,Estatal,9,7,0,3,0,0,1,1,1,1,1,0
Ciudad de Buenos Aires,Estatal,392,438,284,230,83,5,107,99,92,87,80,28
Ciudad de Buenos Aires,Privado,80,68,67,40,33,0,53,52,47,48,47,7
Ciudad de Buenos Aires,Estatal,192,155,106,96,35,8,57,51,45,45,42,17
Ciudad de Buenos Aires,Privado,65,64,38,20,11,0,41,40,45,43,43,2
Ciudad de Buenos Aires,Estatal,150,135,85,47,11,0,45,40,36,34,34,10
Ciudad de Buenos Aires,Privado,38,37,36,19,18,0,50,49,50,48,47,0
Ciudad de Buenos Aires,Estatal,162,187,125,62,51,4,48,42,41,39,38,9
Ciudad de Buenos Aires,Privado,69,79,84,73,62,0,52,51,51,53,52,4
Ciudad de Buenos Aires,Estatal,209,199,137,54,28,0,60,61,55,51,50,20
Ciudad de Buenos Aires,Privado,45,45,57,40,33,0,107,105,97,95,95,1
Ciudad de Buenos Aires,Estatal,122,147,124,77,35,0,43,42,41,50,32,3
Ciudad de Buenos Aires,Privado,41,45,48,27,12,0,54,54,45,47,46,2
Ciudad de Buenos Aires,Estatal,144,135,91,25,29,0,52,45,33,30,23,6
Ciudad de Buenos Aires,Privado,10,16,13,15,11,0,28,28,29,28,27,0
Ciudad de Buenos Aires,Estatal,191,206,179,88,18,0,51,49,45,40,39,2
Ciudad de Buenos Aires,Privado,23,35,37,23,4,0,33,34,32,30,31,0
Ciudad de Buenos Aires,Estatal,340,274,261,150,65,2,90,79,71,69,62,16
Ciudad de Buenos Aires,Privado,47,50,53,21,4,0,50,46,45,46,45,0
Ciudad de Buenos Aires,Estatal,511,464,266,203,43,1,118,100,84,74,64,23
Ciudad de Buenos Aires,Privado,46,50,41,44,25,0,34,33,33,31,30,0
Ciudad de Buenos Aires,Estatal,221,215,147,94,22,0,58,54,45,42,42,11
Ciudad de Buenos Aires,Privado,49,28,28,30,19,0,54,53,52,50,49,2
Ciudad de Buenos Aires,Estatal,421,246,181,85,22,14,77,75,65,59,54,10
Ciudad de Buenos Aires,Privado,24,37,34,21,11,0,46,45,46,45,45,0
Ciudad de Buenos Aires,Estatal,235,192,117,59,10,0,63,55,47,45,44,12
Ciudad de Buenos Aires,Privado,68,82,79,33,36,0,38,38,40,35,36,0
Ciudad de Buenos Aires,Estatal,534,416,330,175,104,2,79,74,61,56,52,6
Ciudad de Buenos Aires,Privado,91,92,58,16,14,0,37,35,34,31,30,4
Ciudad de Buenos Aires,Estatal,264,214,166,112,50,1,71,60,51,46,44,16
Ciudad de Buenos Aires,Privado,75,72,94,62,23,0,54,52,50,50,50,4
Córdoba,Estatal,14,12,5,0,1,0,6,5,4,4,4,0
Córdoba,Estatal,67,67,42,24,7,0,22,21,20,16,16,9
Córdoba,Privado,20,18,10,7,0,0,13,13,13,13,12,2
Córdoba,Estatal,2192,1916,1107,508,151,0,499,451,401,367,348,69
Córdoba,Privado,286,359,295,129,33,0,312,295,279,272,264,11
Córdoba,Estatal,41,33,26,14,2,0,16,15,14,14,13,2
Córdoba,Estatal,354,314,221,96,10,0,91,82,76,68,62,23
Córdoba,Privado,41,56,31,18,6,0,48,45,42,41,40,4
Córdoba,Estatal,19,16,8,6,0,0,10,9,8,8,8,2
Córdoba,Estatal,87,59,58,17,4,0,25,23,19,17,16,7
Córdoba,Privado,7,6,10,5,0,0,8,8,7,7,7,0
Córdoba,Estatal,3,2,5,1,0,0,1,1,1,0,0,0
Córdoba,Estatal,44,20,8,0,1,0,7,6,6,5,4,3
Córdoba,Privado,26,22,20,11,2,0,18,18,17,16,16,5
Córdoba,Privado,8,16,3,1,0,0,8,6,7,7,7,1
Córdoba,Estatal,0,2,3,2,2,0,1,1,1,1,1,0
Córdoba,Estatal,81,53,49,19,3,0,18,17,15,14,14,6
Córdoba,Estatal,16,8,8,4,4,0,5,5,4,4,4,2
Córdoba,Estatal,150,113,109,41,9,2,37,32,30,28,28,14
Córdoba,Privado,8,14,12,5,0,0,5,4,4,4,4,1
Córdoba,Privado,23,26,54,26,2,2,35,34,35,34,33,1
Córdoba,Estatal,9,9,1,3,0,0,3,3,3,2,2,0
Córdoba,Estatal,55,42,25,5,3,0,15,13,11,9,9,4
Córdoba,Estatal,5,8,3,0,0,0,3,3,3,3,3,2
Córdoba,Estatal,61,67,31,13,3,0,22,20,18,16,16,8
Córdoba,Privado,8,4,4,0,0,0,5,4,5,5,5,1
Córdoba,Privado,26,27,14,9,2,0,17,16,15,14,14,4
Córdoba,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
Córdoba,Estatal,125,95,47,17,3,0,36,32,34,32,34,16
Córdoba,Privado,33,35,24,12,2,1,30,29,26,24,24,1
Córdoba,Estatal,17,12,11,2,0,0,6,6,5,5,5,1
Córdoba,Estatal,11,7,3,2,0,0,4,4,4,4,4,2
Córdoba,Estatal,4,4,2,2,0,0,5,5,6,6,6,2
Córdoba,Estatal,50,35,29,11,1,0,17,16,12,10,9,4
Córdoba,Privado,3,5,2,0,0,0,5,5,5,5,5,0
Córdoba,Estatal,41,44,28,9,1,1,8,7,6,5,5,1
Córdoba,Estatal,294,215,134,67,11,2,59,55,51,48,44,10
Córdoba,Privado,41,30,57,32,10,0,45,44,42,39,39,6
Córdoba,Estatal,37,51,27,10,3,0,16,16,14,14,14,4
Córdoba,Estatal,369,262,129,66,12,0,85,75,67,62,59,24
Córdoba,Privado,49,55,46,17,7,0,63,59,58,57,57,4
Córdoba,Estatal,37,19,18,4,2,0,8,8,8,6,6,2
Córdoba,Estatal,46,36,31,15,4,0,18,16,13,13,12,7
Córdoba,Privado,4,9,9,8,0,0,11,11,10,10,10,2
Córdoba,Estatal,6,8,6,4,0,0,4,4,4,4,4,0
Córdoba,Estatal,10,12,9,7,0,0,8,7,7,6,5,1
Córdoba,Estatal,28,22,7,3,0,0,8,8,8,8,8,2
Córdoba,Estatal,125,101,74,23,5,0,38,37,33,32,32,15
Córdoba,Privado,19,32,24,2,1,0,26,25,24,23,21,2
Córdoba,Estatal,46,37,13,7,2,0,9,9,9,9,9,1
Córdoba,Estatal,47,36,29,10,1,0,10,10,10,8,7,2
Córdoba,Privado,7,9,11,0,1,0,6,5,5,5,5,2
Córdoba,Estatal,55,52,21,8,1,0,11,10,9,8,8,0
Córdoba,Estatal,95,91,48,25,4,0,22,21,18,17,16,5
Córdoba,Privado,3,8,11,4,0,0,10,8,8,8,8,1
Córdoba,Estatal,50,28,37,8,2,0,18,17,17,15,15,7
Córdoba,Estatal,254,209,128,49,32,0,71,68,62,59,56,22
Córdoba,Privado,19,14,7,1,4,0,8,7,7,7,7,1
Córdoba,Privado,44,45,28,24,1,0,38,36,33,34,31,0
Córdoba,Estatal,61,45,28,14,14,0,13,12,11,10,11,3
Córdoba,Estatal,188,171,138,54,14,0,41,36,36,31,28,6
Córdoba,Privado,7,12,14,8,1,0,18,18,17,18,14,5
Córdoba,Estatal,6,3,7,1,0,0,4,4,3,3,3,1
Córdoba,Estatal,170,136,76,32,12,1,38,34,31,31,29,13
Córdoba,Privado,35,24,21,10,5,0,29,28,28,27,25,3
Córdoba,Estatal,20,8,4,0,0,0,4,4,4,4,4,2
Córdoba,Estatal,38,36,16,5,1,0,8,8,7,7,7,3
Córdoba,Estatal,9,8,8,1,1,0,6,5,5,5,5,3
Córdoba,Estatal,13,17,2,2,4,0,8,8,6,6,6,3
Córdoba,Estatal,129,101,61,14,4,0,36,35,34,31,31,16
Córdoba,Privado,9,3,5,3,1,0,4,4,4,4,4,1
Córdoba,Privado,26,29,41,17,1,0,28,27,24,21,21,2
Corrientes,Estatal,6,2,2,2,0,0,5,5,5,5,5,1
Corrientes,Estatal,41,26,12,15,3,1,20,17,17,15,14,5
Corrientes,Privado,3,5,5,7,8,0,4,4,4,4,4,0
Corrientes,Estatal,4,11,14,8,4,0,3,3,3,3,3,0
Corrientes,Estatal,33,10,17,10,6,0,5,4,4,4,4,0
Corrientes,Estatal,940,613,356,186,59,6,182,164,139,132,130,20
Corrientes,Privado,78,79,85,56,34,0,57,56,55,53,53,0
Corrientes,Estatal,41,21,17,21,18,0,6,6,5,5,5,0
Corrientes,Estatal,50,41,15,10,0,0,11,9,7,7,7,0
Corrientes,Estatal,8,4,2,0,0,0,4,4,4,4,4,0
Corrientes,Estatal,137,87,46,35,3,2,23,20,17,16,15,3
Corrientes,Privado,17,15,13,6,4,0,5,5,4,4,4,1
Corrientes,Estatal,13,12,4,4,3,0,4,4,4,4,4,0
Corrientes,Estatal,43,22,18,8,3,0,6,6,5,3,3,1
Corrientes,Estatal,26,27,9,11,4,0,16,15,13,13,13,0
Corrientes,Privado,28,22,19,8,4,2,16,16,16,15,14,15
Corrientes,Privado,53,40,17,14,7,0,26,23,19,18,18,1
Corrientes,Estatal,10,3,5,11,8,0,9,9,9,8,8,0
Corrientes,Estatal,49,36,22,24,7,0,14,13,13,13,10,4
Corrientes,Estatal,7,10,3,4,1,0,3,3,3,3,3,2
Corrientes,Estatal,2,2,1,0,0,0,4,4,4,4,4,0
Corrientes,Estatal,6,8,6,2,2,0,6,6,6,6,6,0
Corrientes,Estatal,36,24,8,8,4,0,10,10,9,9,9,3
Corrientes,Estatal,48,13,9,3,1,1,14,13,13,13,13,2
Corrientes,Estatal,292,174,123,76,73,10,38,33,30,30,29,7
Corrientes,Privado,46,20,11,11,9,0,9,9,10,9,10,0
Corrientes,Estatal,8,9,7,1,0,0,4,4,3,3,3,1
Corrientes,Estatal,33,17,14,9,2,0,6,6,5,5,5,0
Corrientes,Estatal,115,72,26,36,20,4,22,22,18,18,18,5
Corrientes,Estatal,51,27,16,4,3,0,11,10,8,7,7,0
Corrientes,Estatal,119,42,34,20,1,0,15,12,10,10,10,0
Corrientes,Estatal,10,8,0,0,0,0,3,3,3,3,3,0
Corrientes,Estatal,28,25,3,9,7,0,6,5,4,4,4,0
Corrientes,Estatal,25,10,11,8,2,0,6,5,5,5,5,0
Corrientes,Estatal,82,63,43,22,4,0,20,18,13,12,12,2
Corrientes,Estatal,24,17,13,2,3,0,5,4,4,4,4,1
Corrientes,Estatal,61,46,26,12,14,2,24,21,19,19,19,5
Corrientes,Estatal,13,21,23,6,4,0,6,5,5,4,4,0
Corrientes,Estatal,156,125,53,43,34,0,31,28,22,19,18,6
Corrientes,Privado,6,1,0,1,0,0,6,6,5,5,5,0
Corrientes,Estatal,7,4,4,1,1,0,5,4,4,4,4,0
Corrientes,Estatal,32,32,19,4,2,0,16,15,12,11,9,3
Corrientes,Estatal,9,0,1,0,0,0,3,3,3,3,3,0
Corrientes,Estatal,42,28,6,7,4,0,5,5,5,5,5,0
Corrientes,Estatal,22,24,24,18,11,0,8,8,9,9,9,0
Corrientes,Estatal,16,16,16,13,8,2,9,8,6,6,5,1
Corrientes,Estatal,8,5,10,3,3,0,6,6,5,5,5,0
Corrientes,Estatal,4,3,3,1,0,0,5,5,4,4,4,0
Corrientes,Estatal,33,13,8,3,0,0,6,6,4,4,4,0
Corrientes,Estatal,59,43,11,7,1,3,8,8,8,8,7,1
Corrientes,Estatal,11,7,5,3,2,0,3,3,2,2,2,0
Corrientes,Estatal,148,94,59,30,8,0,38,33,30,27,27,6
Corrientes,Privado,3,8,5,2,6,0,7,7,6,6,6,1
Corrientes,Estatal,17,15,10,2,4,0,2,2,2,2,2,0
Corrientes,Estatal,24,21,10,6,9,0,4,3,2,2,2,0
Entre Ríos,Estatal,18,11,5,0,0,0,8,8,7,7,7,1
Entre Ríos,Estatal,148,110,96,51,14,0,36,33,32,28,24,7
Entre Ríos,Privado,10,7,5,3,0,0,9,9,9,8,8,0
Entre Ríos,Estatal,83,32,49,26,6,0,21,19,16,14,14,1
Entre Ríos,Estatal,516,303,181,80,21,0,116,99,89,77,70,10
Entre Ríos,Privado,36,28,27,28,0,0,24,23,20,20,18,0
Entre Ríos,Estatal,21,19,20,8,1,0,11,12,11,11,11,1
Entre Ríos,Estatal,114,47,64,20,3,0,23,20,22,20,19,4
Entre Ríos,Privado,2,2,0,0,0,0,1,1,0,0,0,0
Entre Ríos,Privado,4,13,6,2,0,0,8,8,9,9,9,0
Entre Ríos,Privado,10,3,3,5,1,0,3,2,2,2,2,1
Entre Ríos,Privado,8,5,24,3,0,0,6,6,4,4,4,0
Entre Ríos,Estatal,113,34,23,11,3,0,13,12,10,10,10,2
Entre Ríos,Estatal,281,187,103,37,4,0,39,31,28,24,20,4
Entre Ríos,Privado,25,20,24,15,0,0,9,8,8,8,8,0
Entre Ríos,Estatal,18,8,0,1,0,0,7,7,4,5,5,0
Entre Ríos,Estatal,90,59,38,23,4,0,18,18,14,13,13,2
Entre Ríos,Estatal,10,4,7,9,0,0,6,5,5,5,5,1
Entre Ríos,Estatal,30,30,28,12,1,0,11,8,8,7,5,1
Entre Ríos,Estatal,14,13,10,0,0,0,3,3,4,4,3,0
Entre Ríos,Estatal,249,161,123,59,4,0,39,33,28,27,23,5
Entre Ríos,Privado,6,10,7,4,0,0,6,6,5,5,5,0
Entre Ríos,Estatal,39,40,22,12,0,0,11,11,11,11,11,0
Entre Ríos,Estatal,207,173,128,58,11,0,60,57,53,50,50,13
Entre Ríos,Privado,40,29,27,16,0,0,27,28,27,26,27,2
Entre Ríos,Estatal,24,13,10,6,0,0,9,8,7,6,6,1
Entre Ríos,Estatal,24,10,8,6,1,0,5,5,3,3,3,2
Entre Ríos,Estatal,87,44,26,10,0,0,22,18,17,16,16,2
Entre Ríos,Estatal,224,113,79,33,0,0,42,32,28,26,22,3
Entre Ríos,Privado,18,14,34,10,3,0,13,13,11,10,11,1
Entre Ríos,Estatal,26,18,18,4,0,0,14,13,11,10,11,3
Entre Ríos,Estatal,161,65,29,11,0,0,13,12,11,9,9,1
Entre Ríos,Privado,22,23,20,7,0,0,8,8,8,8,8,0
Entre Ríos,Estatal,57,37,14,4,4,0,30,30,28,28,28,6
Entre Ríos,Estatal,1082,668,373,203,32,0,212,186,165,149,142,39
Entre Ríos,Privado,0,1,1,0,0,0,1,1,1,1,1,0
Entre Ríos,Privado,77,89,84,67,0,0,74,72,69,68,66,3
Entre Ríos,Estatal,5,2,1,2,2,0,3,3,2,2,2,1
Entre Ríos,Estatal,65,67,41,32,4,0,15,12,11,10,10,2
Entre Ríos,Estatal,7,7,1,0,0,0,4,4,4,4,4,0
Entre Ríos,Estatal,129,70,41,30,10,0,23,17,16,13,14,3
Entre Ríos,Privado,1,1,6,2,0,0,3,3,3,3,3,0
Entre Ríos,Estatal,59,43,18,8,0,0,17,16,14,14,14,1
Entre Ríos,Estatal,274,150,128,74,14,0,64,53,47,44,43,12
Entre Ríos,Privado,7,4,3,1,1,0,2,2,2,2,2,1
Entre Ríos,Privado,22,24,25,16,0,0,14,14,14,14,13,0
Entre Ríos,Estatal,22,24,13,4,0,0,12,10,7,8,7,0
Entre Ríos,Estatal,130,78,45,16,2,0,23,21,17,17,16,3
Entre Ríos,Privado,4,3,5,0,0,0,2,2,3,3,3,0
Entre Ríos,Estatal,67,54,32,13,0,0,18,18,17,15,15,2
Entre Ríos,Estatal,141,91,40,33,0,0,28,27,21,19,18,3
Entre Ríos,Privado,3,9,2,0,0,0,4,5,5,5,4,0
Formosa,Estatal,44,26,8,5,9,0,6,7,10,7,7,3
Formosa,Estatal,18,1,2,1,2,0,3,3,3,3,3,1
Formosa,Privado,1,3,2,3,0,0,3,3,3,2,2,1
Formosa,Privado,15,7,3,3,0,0,6,5,5,5,5,0
Formosa,Estatal,19,13,20,11,2,0,10,9,8,8,8,0
Formosa,Estatal,551,393,254,171,50,0,168,148,131,122,115,14
Formosa,Privado,4,10,7,5,1,0,22,21,21,21,20,0
Formosa,Estatal,10,4,4,3,0,0,6,5,6,6,6,0
Formosa,Estatal,18,25,14,10,2,0,12,11,8,7,7,1
Formosa,Estatal,2,3,1,1,0,0,0,0,1,0,0,0
Formosa,Estatal,85,37,33,20,3,0,10,8,9,8,8,0
Formosa,Estatal,55,39,40,34,12,0,17,19,25,21,18,1
Formosa,Estatal,95,89,54,29,29,1,44,38,36,31,29,1
Formosa,Privado,2,1,4,3,0,0,5,5,5,4,4,0
Formosa,Estatal,47,21,16,11,5,1,12,13,12,10,9,2
Formosa,Estatal,34,9,8,3,0,0,8,7,6,5,5,0
Formosa,Estatal,22,16,16,7,5,0,12,18,10,8,8,0
Formosa,Estatal,201,162,73,50,12,0,57,53,48,44,39,2
Formosa,Privado,30,11,7,3,2,0,9,9,9,8,8,3
Formosa,Estatal,36,22,23,19,11,0,20,21,26,16,18,3
Formosa,Estatal,189,118,60,31,19,9,46,39,33,30,24,3
Formosa,Estatal,80,46,40,14,8,0,13,11,9,7,7,1
Formosa,Estatal,35,16,8,4,1,0,3,2,2,2,2,0
Jujuy,Estatal,7,7,6,1,3,0,7,7,7,7,6,0
Jujuy,Estatal,68,24,27,19,8,0,13,12,8,8,8,1
Jujuy,Estatal,35,21,16,2,3,0,9,8,8,7,6,0
Jujuy,Estatal,930,747,517,286,108,5,176,158,141,127,112,14
Jujuy,Privado,209,142,90,42,26,0,53,54,53,50,49,0
Jujuy,Estatal,33,15,17,4,0,0,5,4,4,4,3,0
Jujuy,Estatal,331,267,149,70,11,6,73,63,52,45,38,11
Jujuy,Privado,37,13,11,4,9,0,11,10,9,9,8,0
Jujuy,Privado,0,0,0,0,0,0,0,0,0,0,0,0
Jujuy,Privado,0,10,5,0,0,0,5,5,5,5,5,0
Jujuy,Estatal,8,19,4,1,0,0,10,10,10,9,10,0
Jujuy,Estatal,90,77,47,23,7,2,18,16,16,14,13,3
Jujuy,Estatal,12,15,13,11,8,0,2,2,3,2,3,0
Jujuy,Estatal,260,201,95,59,29,0,58,53,48,41,38,3
Jujuy,Privado,0,1,0,0,0,0,7,7,7,7,6,4
Jujuy,Estatal,17,9,5,0,4,0,4,4,3,3,3,1
Jujuy,Estatal,208,156,124,92,28,7,33,32,28,24,22,5
Jujuy,Estatal,6,3,2,0,1,0,6,6,6,5,5,0
Jujuy,Estatal,28,18,15,10,1,0,4,4,4,4,2,0
Jujuy,Estatal,24,14,15,2,0,0,6,6,6,6,6,1
Jujuy,Estatal,204,257,190,105,41,7,54,51,50,42,41,4
Jujuy,Privado,2,3,3,0,0,0,6,6,7,5,4,0
Jujuy,Estatal,10,5,7,3,1,0,3,3,3,2,2,2
Jujuy,Estatal,53,44,16,10,1,0,14,13,10,9,8,1
Jujuy,Estatal,7,11,7,6,1,0,9,8,8,8,8,1
Jujuy,Estatal,20,7,3,7,0,0,8,8,7,6,6,0
Jujuy,Estatal,16,0,1,0,0,0,3,2,3,3,2,1
Jujuy,Estatal,66,38,19,13,10,0,15,12,11,10,8,3
Jujuy,Estatal,6,14,6,5,3,0,5,5,5,5,4,1
Jujuy,Estatal,4,8,2,4,0,0,7,7,7,7,6,1
Jujuy,Estatal,8,11,4,2,0,0,4,4,4,3,3,1
Jujuy,Estatal,103,116,51,36,13,5,19,18,15,14,13,3
La Pampa,Estatal,1,0,0,0,0,0,1,1,1,1,1,0
La Pampa,Estatal,25,20,8,2,1,0,4,4,3,3,2,1
La Pampa,Estatal,2,6,4,1,0,0,2,2,2,2,2,0
La Pampa,Estatal,14,10,13,1,0,0,2,2,2,1,1,0
La Pampa,Estatal,509,292,117,60,10,0,83,76,68,66,65,4
La Pampa,Privado,43,39,26,52,29,0,13,14,13,13,13,0
La Pampa,Estatal,9,2,0,1,0,0,1,2,1,1,1,0
La Pampa,Estatal,10,2,1,1,0,0,3,4,3,3,3,0
La Pampa,Estatal,23,15,7,3,0,0,6,4,4,3,3,1
La Pampa,Estatal,8,5,1,0,1,0,2,2,2,2,1,0
La Pampa,Estatal,2,0,0,0,0,0,1,3,0,0,0,0
La Pampa,Estatal,36,23,23,10,0,0,10,10,10,10,9,1
La Pampa,Estatal,2,0,0,0,0,0,2,2,2,2,2,0
La Pampa,Estatal,1,3,0,0,0,0,1,1,1,1,1,0
La Pampa,Estatal,35,31,14,13,2,0,10,10,10,10,9,1
La Pampa,Privado,18,6,5,0,0,0,5,4,4,4,4,0
La Pampa,Privado,65,42,38,22,2,0,25,26,26,25,25,2
La Pampa,Estatal,3,0,0,0,0,0,4,3,2,2,2,0
La Pampa,Estatal,8,4,4,0,0,0,2,2,2,2,2,1
La Pampa,Estatal,15,11,1,1,0,0,3,3,3,3,3,1
La Pampa,Estatal,9,8,2,1,0,0,3,3,3,3,3,1
La Pampa,Estatal,1,4,2,0,0,0,2,2,2,2,2,0
La Pampa,Estatal,293,150,81,56,21,0,44,40,39,37,37,3
La Pampa,Privado,4,5,4,1,0,0,8,7,7,7,7,0
La Pampa,Estatal,5,1,0,0,0,0,1,1,1,1,1,0
La Pampa,Estatal,65,41,12,11,0,0,9,9,8,8,7,1
La Pampa,Estatal,1,0,0,2,0,0,2,2,2,2,2,0
La Pampa,Estatal,1,8,2,0,0,0,2,2,2,1,1,0
La Pampa,Estatal,7,2,0,0,0,0,4,4,1,1,1,0
La Pampa,Estatal,24,25,8,2,0,0,6,6,6,6,5,0
La Pampa,Estatal,6,6,5,1,0,0,1,2,1,1,1,0
La Pampa,Estatal,48,41,23,6,0,0,10,10,10,10,10,1
La Pampa,Estatal,44,21,3,5,0,0,7,7,5,5,4,0
La Pampa,Estatal,8,3,3,0,0,0,2,2,1,1,1,0
La Pampa,Estatal,4,1,1,0,0,0,4,4,4,4,4,0
La Pampa,Estatal,56,32,10,18,1,0,10,10,10,10,9,2
La Rioja,Estatal,2,1,2,2,0,0,4,4,1,1,1,0
La Rioja,Estatal,57,42,10,9,0,0,10,8,9,7,7,1
La Rioja,Estatal,17,5,2,3,1,0,2,3,1,3,3,1
La Rioja,Estatal,101,98,54,46,4,0,123,122,117,110,105,16
La Rioja,Privado,5,5,3,1,1,0,22,22,21,19,20,0
La Rioja,Estatal,6,11,7,1,10,0,4,4,4,3,3,2
La Rioja,Estatal,2,0,0,0,0,0,5,2,0,0,0,0
La Rioja,Estatal,34,23,35,16,16,1,10,9,7,6,7,3
La Rioja,Estatal,3,4,0,1,1,0,6,6,5,5,6,3
La Rioja,Estatal,85,61,37,20,23,3,35,33,25,25,24,8
La Rioja,Estatal,1,1,1,1,1,0,3,3,2,2,2,0
La Rioja,Estatal,5,1,9,1,0,0,7,6,5,7,6,0
La Rioja,Estatal,0,0,0,2,0,0,2,2,1,1,1,1
La Rioja,Estatal,14,20,18,8,5,1,9,9,10,10,10,1
La Rioja,Privado,10,9,9,1,0,0,7,6,6,6,6,0
La Rioja,Privado,8,9,6,7,0,0,10,9,9,9,9,0
La Rioja,Estatal,0,0,5,0,0,0,5,5,4,4,5,1
La Rioja,Estatal,1,0,0,0,0,0,1,1,1,1,1,0
La Rioja,Estatal,0,0,0,1,5,0,5,2,3,3,3,0
La Rioja,Privado,5,1,3,1,0,0,1,2,1,1,1,1
La Rioja,Estatal,7,5,4,7,5,0,6,5,4,4,4,0
La Rioja,Estatal,3,2,3,2,0,0,6,5,4,4,4,0
La Rioja,Estatal,0,0,0,0,0,0,1,2,1,1,1,0
La Rioja,Estatal,4,2,1,1,0,0,4,3,4,2,3,1
La Rioja,Estatal,0,0,0,0,0,0,1,1,0,0,0,0
La Rioja,Estatal,1,0,1,1,0,0,6,4,3,3,3,0
La Rioja,Estatal,49,52,6,7,0,0,9,7,7,6,6,2
La Rioja,Estatal,0,0,0,0,0,0,0,0,0,0,0,0
La Rioja,Estatal,0,0,0,0,0,0,3,2,2,3,2,1
Mendoza,Estatal,385,424,274,162,113,21,136,122,109,97,93,20
Mendoza,Privado,55,42,45,22,20,1,59,54,51,51,50,1
Mendoza,Estatal,4,3,2,2,3,2,2,2,2,2,2,1
Mendoza,Privado,11,8,10,8,14,6,9,8,7,7,7,1
